url_wiki,name
"http://wiki.kpi.ua/index.php/Фізика (вибрані розділи)_(15003230)","Фізика (вибрані розділи)"
"http://wiki.kpi.ua/index.php/Вища математика-1_(36003240)","Вища математика-1"
"http://wiki.kpi.ua/index.php/Інформатика-1_(36003610)","Інформатика-1"
"http://wiki.kpi.ua/index.php/Вступ до спеціальності_(36003610)","Вступ до спеціальності"
"http://wiki.kpi.ua/index.php/Загальна фізика-1_(36003210)","Загальна фізика-1"
"http://wiki.kpi.ua/index.php/Інженерна та комп'ютерна графіка_(36003270)","Інженерна та комп'ютерна графіка"
"http://wiki.kpi.ua/index.php/Інтелектуальна власність та патентознавство-1.Патентознавство та набуття прав._(36301250)","Патентознавство та інтелект. власність"
"http://wiki.kpi.ua/index.php/Інтелектуальна власність та патентознавство-2. Право інтелектуальної власності._(36303370)","Інтелектуальна власність та патентознавство-2. Право інтелектуальної власності."
"http://wiki.kpi.ua/index.php/Платформи управління інфокомунікаціями_(36303630)","Платформи управління інфокомунікаціями"
"http://wiki.kpi.ua/index.php/Сталий інноваційний розвиток_(36303710)","Сталий інноваційний розвиток"
"http://wiki.kpi.ua/index.php/Наукова робота за темою магістерської роботи-1. Основи наукових досліджень_(36303610)","Наукова робота за темою магістерської роботи-1. Осн. наук. досл."
"http://wiki.kpi.ua/index.php/Математичні методи аналізу та проектування телекомунікаційних систем та мереж_(36303630)","Мат. методи аналізу та проектування ТКС"
"http://wiki.kpi.ua/index.php/Інтелектуальна обробка інформації_(36303630)","Інтелектуальна обробка інформації"
"http://wiki.kpi.ua/index.php/Практикум з іншомовного наукового спілкування- 1. Іншомовне професійне спілкування_(36302870)","Практикум з іншомовного наукового спілкування- 1. Іншомовне професійне спілкування"
"http://wiki.kpi.ua/index.php/Системне проектування телекомунікаційних мереж_(36303630)","Системне проектування ТКМ"
"http://wiki.kpi.ua/index.php/Менеджмент стартап-проектів_(36302520)","Менеджмент стартап-проектів"
"http://wiki.kpi.ua/index.php/Інформаційне забезпечення синхронізації часу в телекомунікаційних мережах_(36303630)","Інформаційне забезпечення синхронізації часу в ТКМ"
"http://wiki.kpi.ua/index.php/Методи кодування мультимедійної інформації_(36303630)","Методи кодування мультимедійної інформації"
"http://wiki.kpi.ua/index.php/Системи підтримки бізнес-процесів в телекомунікаційних мережах_(36303630)","Системи підтримки бізнес-процесів в телекомунікаційних мережах"
"http://wiki.kpi.ua/index.php/Наукова робота за темою магістерської роботи-2. Науково-дослідна робота за темою магістерської дисертації-2_(36303630)","Наукова робота за темою магістерської роботи-2. Науково-дослідна робота за темою магістерської дисертації-2"
"http://wiki.kpi.ua/index.php/Експертний аналіз проблемних ситуацій_(36303630)","Експертний аналіз проблемних ситуацій"
"http://wiki.kpi.ua/index.php/Практикум з іншомовного професійного спілкування_(36302870)","Практикум з іншомовного професійного спілкування"
"http://wiki.kpi.ua/index.php/Системи адміністрування інформаційно-коиунікаційних мереж_(36303630)","Системи адміністрування інформаційно-коиунікаційних мереж"
"http://wiki.kpi.ua/index.php/Економіка організації і планування виробництва._(36302550)","Економ. орг. і план. вироб-ва"
"http://wiki.kpi.ua/index.php/Безпроводові інформаційно-комунікаційні системи-2._(36303630)","Безпроводові інформаційно-комунікаційні системи-2."
"http://wiki.kpi.ua/index.php/Технології інтернет_(36303630)","Технології інтернет"
"http://wiki.kpi.ua/index.php/Програмування мікрокомп'ютерних систем обміну даних-2. (Курсова робота)_(36303630)","Програмування мікрокомп'ютерних систем обміну даних-2. (Курсова робота)"
"http://wiki.kpi.ua/index.php/Англійська мова професійного спрямування -2. Англійська мова професійно-орієнтованого спрямування. Ділове мовлення_(36302870)","Англійська мова професійного спрямування -2. Англійська мова професійно-орієнтованого спрямування. Ділове мовлення"
"http://wiki.kpi.ua/index.php/Дослідження операцій_(36303630)","Дослідження операцій"
"http://wiki.kpi.ua/index.php/Програмування мікрокомп'ютерних систем обміну даних-1_(36303630)","Програмування мікрокомп'ютерних систем обміну даних-1"
"http://wiki.kpi.ua/index.php/Захист інформації в телекомунікаційних системах_(36303630)","Захист інформації в ТКС"
"http://wiki.kpi.ua/index.php/Моделювання глобальних мереж_(36303630)","Моделювання глобальних мереж"
"http://wiki.kpi.ua/index.php/Безпроводові інформаційно-комунікаційні системи-3_(36303630)","Безпроводові інформаційно-комунікаційні системи-3"
"http://wiki.kpi.ua/index.php/Розподілені системи_(36303630)","Розподілені системи"
"http://wiki.kpi.ua/index.php/Інформаційна безпека в кібер-енергетичних системах_(15501550)","Інформаційна безпека в кібер-енергетичних системах"
"http://wiki.kpi.ua/index.php/Програмування Embedded-систем_(15501550)","Програмування Embedded-систем"
"http://wiki.kpi.ua/index.php/Підприємницьке право_(15503350)","Підприємницьке право"
"http://wiki.kpi.ua/index.php/Правознавство_(15503350)","Правознавство"
"http://wiki.kpi.ua/index.php/Основи теорії телекомунікацій і радіотехніки_(36303620)","Основи теорії телекомунікацій і радіотехніки"
"http://wiki.kpi.ua/index.php/Імітаційне моделювання -2_(36303610)","Імітаційне моделювання -2"
"http://wiki.kpi.ua/index.php/Інформаційні технології для мобільних систем_(36303630)","Інформаційні технології для мобільних систем"
"http://wiki.kpi.ua/index.php/Основи теорії інформаційно-комунікаційних мереж-2_(36303630)","Основи теорії інформаційно-комунікаційних мереж-2"
"http://wiki.kpi.ua/index.php/Цифрове оброблення сигналів_(36303610)","Цифрове оброблення сигналів"
"http://wiki.kpi.ua/index.php/Основи мікросхемотехніки_(36303630)","ОМС"
"http://wiki.kpi.ua/index.php/Прикладне програмування в інформаційно-комунікаційних системах-2_(36303630)","Прикладне програмування в інформаційно-комунікаційних системах-2"
"http://wiki.kpi.ua/index.php/Англійська мова професійного спрямування-1.Англійська мова професійного спрямування_(36302870)","Англійська мова професійного спрямування-1.Англійська мова професійного спрямування"
"http://wiki.kpi.ua/index.php/Охорона праці ті цивільний захист_(36302350)","Охорона праці ті цивільний захист"
"http://wiki.kpi.ua/index.php/Передавальні та приймальні пристрої_(36303610)","Передав. та прийм. пристрої"
"http://wiki.kpi.ua/index.php/Основи теорії інформаційно-комунікаційних мереж-3_(36303630)","Основи теорії інформаційно-комунікаційних мереж-3"
"http://wiki.kpi.ua/index.php/Основи мережних операційних систем_(36303630)","Основи мережних операційних систем"
"http://wiki.kpi.ua/index.php/Теорія масового обслуговування_(36303630)","ТМО"
"http://wiki.kpi.ua/index.php/Підприємницьке право_(36303360)","Підприємницьке право"
"http://wiki.kpi.ua/index.php/Безпроводові інформаційно-комунікаційні системи-1. Системи радіорелейного та спутникового зв'зку._(36303630)","Безпроводові інформаційно-комунікаційні системи-1. Системи радіорелейного та спутникового зв'зку."
"http://wiki.kpi.ua/index.php/Business Law_(36303370)","Business Law"
"http://wiki.kpi.ua/index.php/Право в галузі реклами та PR_(36303370)","Право в галузі реклами та PR"
"http://wiki.kpi.ua/index.php/Я маю право_(36303350)","Я маю право"
"http://wiki.kpi.ua/index.php/Правові основи інформаційної безпеки_(36303370)","Правові основи інформаційної безпеки"
"http://wiki.kpi.ua/index.php/Вища математика-3_(36303240)","ВМ-3"
"http://wiki.kpi.ua/index.php/Іноземна мова-2. Практичний курс іноземної мови ІІ_(36302870)","Іноземна мова-2. Практичний курс іноземної мови ІІ"
"http://wiki.kpi.ua/index.php/Теорія ймовірностей_(36303630)","Теорія ймовірностей"
"http://wiki.kpi.ua/index.php/Схемотехніка_(36303610)","Схемотехніка"
"http://wiki.kpi.ua/index.php/Основи теорії кіл-2._(36303610)","Основи теорії кіл-2."
"http://wiki.kpi.ua/index.php/Стратегія охорони навколишнього середовища_(36301350)","Стратегія охорони навколишнього середовища"
"http://wiki.kpi.ua/index.php/Екологічна безпека інженерної діяльності_(36301350)","Екологічна безпека інженерної діяльності"
"http://wiki.kpi.ua/index.php/Екологічні аспекти керування якістю навколишнього середовища_(36301350)","Екологічні аспекти керування якістю навколишнього середовища"
"http://wiki.kpi.ua/index.php/Промислова екологія_(36301350)","Промислова екологія"
"http://wiki.kpi.ua/index.php/Електородинаміка та поширення радіохвиль_(36303610)","Електородинаміка та поширення радіохвиль"
"http://wiki.kpi.ua/index.php/Бази даних_(36303630)","Бази даних"
"http://wiki.kpi.ua/index.php/Основи теорії телекомунікацій_(36303620)","Основи теорії телекомунікацій"
"http://wiki.kpi.ua/index.php/Соціальна психологія_(36303340)","Соціальна психологія"
"http://wiki.kpi.ua/index.php/Social Psychology_(36303340)","Social Psychology"
"http://wiki.kpi.ua/index.php/Прикладне програмування в інформаційно-комунікаційних системах_(36303630)","Прикладне програмування в інформаційно-комунікаційних системах"
"http://wiki.kpi.ua/index.php/Логіка_(36303320)","Логіка"
"http://wiki.kpi.ua/index.php/Психологія_(36303340)","Психологія"
"http://wiki.kpi.ua/index.php/Психологія конфлікту_(36303340)","Психологія конфлікту"
"http://wiki.kpi.ua/index.php/Практикум з іншомовного наукового спілкування-2. Іноземна мова для науковців_(36302870)","Практикум з іншомовного наукового спілкування-2. Іноземна мова для науковців"
"http://wiki.kpi.ua/index.php/Математичне моделювання систем та процесів_(36301250)","Мат. мод. с. та пр."
"http://wiki.kpi.ua/index.php/Методи проектування в телекомунікаціях_(36303630)","Методи проектування в ТК"
"http://wiki.kpi.ua/index.php/Організація наукових досліджень в телекомунікаціях-1._(36303610)","Організація наукових досліджень в телекомунікаціях-1."
"http://wiki.kpi.ua/index.php/Системи розподіленої обробки інформації в телекомунікаційних мережах_(36303630)","Сист. розподіл. обр. інф. в ТКМ"
"http://wiki.kpi.ua/index.php/Розробка та моніторінг інформаційних ресурсів_(36303630)","Розробка та моніторінг інформаційних ресурсів"
"http://wiki.kpi.ua/index.php/Інтелктуальна обробка інформації в глобальних системах-2_(36303630)","Інтелктуальна обробка інформації в глобальних системах-2"
"http://wiki.kpi.ua/index.php/Організація науково-інноваційної діяльності-2_(36303610)","Організація науково-інноваційної діяльності-2"
"http://wiki.kpi.ua/index.php/Імітаціне моделювання в телекомунікаціях і радіотехніці_(36302140)","Імітаціне моделювання в телекомунікаціях і радіотехніці"
"http://wiki.kpi.ua/index.php/Big Data та методи їх обробки-2_(36303630)","Big Data та методи їх обробки-2"
"http://wiki.kpi.ua/index.php/Вступ до філософії_(36303320)","Вступ до філософії"
"http://wiki.kpi.ua/index.php/Фізика - 2. Коливання та хвилі. Електрика та магнетизм_(15003210)","Фізика"
"http://wiki.kpi.ua/index.php/Технології комп'ютерного моделювання_(15001520)","Технології комп'ютерного моделювання"
"http://wiki.kpi.ua/index.php/Хімія_(15001410)","Хімія"
"http://wiki.kpi.ua/index.php/Теоретична механіка_(15001210)","Теоретична механіка"
"http://wiki.kpi.ua/index.php/Основи наукових досліджень_(15201520)","Основи наукових досліджень"
"http://wiki.kpi.ua/index.php/Захист навколишнього середовища-1._(15201520)","Захист навколишнього середовища"
"http://wiki.kpi.ua/index.php/Технологія котлобудування_(15201520)","Технологія котлобудування"
"http://wiki.kpi.ua/index.php/Я маю право_(15203360)","Я маю право"
"http://wiki.kpi.ua/index.php/Парові та газові турбіни - 3_(15201530)","Парові та газові турбіни"
"http://wiki.kpi.ua/index.php/Автоматичне регулювання котельних установок_(15201530)","Автоматичне регулювання котельних установок"
"http://wiki.kpi.ua/index.php/Тепломасообмін_(15201520)","Тепломасообмін"
"http://wiki.kpi.ua/index.php/Основи конструювання_(15201210)","Основи конструювання"
"http://wiki.kpi.ua/index.php/Технічна термодинаміка -2. Термодинамічні процеси та цикли_(15201510)","Технічна термодинаміка"
"http://wiki.kpi.ua/index.php/Логіка_(15203320)","Логіка"
"http://wiki.kpi.ua/index.php/Спеціальні розділи вищої математики_(15203250)","Спеціальні розділи вищої математики"
"http://wiki.kpi.ua/index.php/Психологія конфлікту_(15203340)","Психологія конфлікту"
"http://wiki.kpi.ua/index.php/Інженерна графіка - 1. Інженерна графіка_(15203270)","Інженерна графіка"
"http://wiki.kpi.ua/index.php/Інформаційні технології-1. Основи інформатики та програмування_(15201520)","Інформаційні технології"
"http://wiki.kpi.ua/index.php/Гідрогазодинаміка_(15201260)","Гідрогазодинаміка"
"http://wiki.kpi.ua/index.php/Фізика - 2. Коливання та хвилі. Електрика та магнетизм_(15203210)","Фізика"
"http://wiki.kpi.ua/index.php/Інженерна графіка - 2. Технічне креслення_(15203270)","Інженерна графіка"
"http://wiki.kpi.ua/index.php/Конструкційні матеріали в енергомашинобудуванні_(15204220)","Конструкційні матеріали в енергомашинобудуванні"
"http://wiki.kpi.ua/index.php/Вища математика-2. Інтегральні обчислення. Диференціальні рівняння_(15203250)","Вища математика"
"http://wiki.kpi.ua/index.php/Теплогідравличні процеси в енергетичних установках_(15201520)","Теплогідравличні процеси в енергетичних установках"
"http://wiki.kpi.ua/index.php/Парогенератори та теплообмінники АЕС - 1_(15201520)","Парогенератори та теплообмінники АЕС"
"http://wiki.kpi.ua/index.php/Водопідготовка та водний режим котельних установок_(15201520)","Водопідготовка та водний режим котельних установок"
"http://wiki.kpi.ua/index.php/Технологія конструкційних матеріалів та матеріалознавство_(15204280)","Технологія конструкційних матеріалів"
"http://wiki.kpi.ua/index.php/Метрологія та стандартизація_(15201530)","Метрологія та стандартизація"
"http://wiki.kpi.ua/index.php/Опір матеріалів_(15201210)","Опір матеріалів"
"http://wiki.kpi.ua/index.php/Фізика_(15003230)","Фізика"
"http://wiki.kpi.ua/index.php/Алгоритмізація та програмування 2. Процедурне програмування_(15001550)","Алгоритмізація та програмування 2. Процедурне програмування"
"http://wiki.kpi.ua/index.php/Програмування алгоритмічних структур 2. Структури  даних_(15001550)","Програмування алгоритмічних структур 2. Структури  даних"
"http://wiki.kpi.ua/index.php/Математичний аналіз-2. Інт.числення_(15003250)","Математичний аналіз-2. Інт.числення"
"http://wiki.kpi.ua/index.php/Операційні системи_(15001550)","Операційні системи"
"http://wiki.kpi.ua/index.php/Програмування складних алгоритмів_(15001550)","Програмування складних алгоритмів"
"http://wiki.kpi.ua/index.php/Планування та управління використанням радіочастотного ресурсу мобільних систем_(36103610)","Планування та управління використанням радіочастотного ресурсу мобільних систем"
"http://wiki.kpi.ua/index.php/Економіка і організація виробництва_(36102550)","Економіка і організація виробництва"
"http://wiki.kpi.ua/index.php/Технології створення програмно-орієнтованих інфокомунікаційних пристроїв_(36103610)","Технології створення програмно-орієнтованих інфокомунікаційних пристроїв"
"http://wiki.kpi.ua/index.php/Основи управління телекомунікаційними мережами_(36103610)","Основи управління телекомунікаційними мережами"
"http://wiki.kpi.ua/index.php/Основи теорії систем мобільного зв'язку_(36103610)","Основи теорії систем мобільного зв'язку"
"http://wiki.kpi.ua/index.php/Англійська мова професійно-орієнтованого спілкування. Ділове мовлення_(36102870)","Англійська мова професійно-орієнтованого спілкування. Ділове мовлення"
"http://wiki.kpi.ua/index.php/Математичні моделі систем масового обслуговування_(36103610)","Математичні моделі систем масового обслуговування"
"http://wiki.kpi.ua/index.php/Програмне забезпечення комп'ютерних мереж_(15501550)","Програмне забезпечення комп'ютерних мереж"
"http://wiki.kpi.ua/index.php/Технології розробки програмного забезпечення_(15501550)","Технології розробки програмного забезпечення"
"http://wiki.kpi.ua/index.php/Технології проектування розподілених систем_(15501550)","Технології проектування розподілених систем"
"http://wiki.kpi.ua/index.php/Системи штучного інтелекту_(15501550)","Системи штучного інтелекту"
"http://wiki.kpi.ua/index.php/Економіка і організація виробництва_(15501550)","Економіка і організація виробництва"
"http://wiki.kpi.ua/index.php/Інтелектуальний аналіз даних_(15501550)","Інтелектуальний аналіз даних"
http://wiki.kpi.ua/index.php/Law_(36103350),Law
"http://wiki.kpi.ua/index.php/Business Law_(36103370)","Business Law"
"http://wiki.kpi.ua/index.php/Електротехніка та електроніка_(15501610)","Електротехніка та електроніка"
"http://wiki.kpi.ua/index.php/Чисельні методи для систем моніторінга_(15501550)","Чисельні методи для систем моніторінга"
"http://wiki.kpi.ua/index.php/Веб-технології та веб-дизайн_(15501550)","Веб-технології та веб-дизайн"
"http://wiki.kpi.ua/index.php/Математичні пакети для розвязання чисельних задач_(15501550)","Математичні пакети для розвязання чисельних задач"
"http://wiki.kpi.ua/index.php/Системи баз даних_(15501550)","Системи баз даних"
"http://wiki.kpi.ua/index.php/Автоматизація типових об'єктів - 2. Типові об'єкти керування_(15401540)","Автоматизація типових об'єктів"
"http://wiki.kpi.ua/index.php/Апаратне забезпечення комп'ютерних систем_(15401540)","Апаратне забезпечення комп'ютерних систем"
"http://wiki.kpi.ua/index.php/Проектування комп'ютерно-інтегрованих систем - 2. Системний підхід до проектування_(15401540)","Проектування комп'ютерно-інтегрованих систем"
"http://wiki.kpi.ua/index.php/Програмування технічних засобів автоматизації - 2_(15401540)","Програмування технічних засобів автоматизації"
"http://wiki.kpi.ua/index.php/Програмування комп'ютерно-інтегрованих систем - 2_(15401540)","Програмування комп'ютерно-інтегрованих систем"
"http://wiki.kpi.ua/index.php/Сучасні вимірювальні системи - 1_(15401540)","Сучасні вимірювальні системи - 1"
"http://wiki.kpi.ua/index.php/Право в галузі реклами та PR_(15403370)","Право в галузі реклами та PR"
"http://wiki.kpi.ua/index.php/Прилади та обладнання систем автоматизації_(15401540)","Прилади та обладнання систем автоматизації"
"http://wiki.kpi.ua/index.php/Трудове право_(15403360)","Трудове право"
"http://wiki.kpi.ua/index.php/Основи електротехніки та електроніки_(15001610)","Основи електротехніки та електроніки"
"http://wiki.kpi.ua/index.php/Системи та установки знешкодження промислових викидів_(15101510)","Системи та уст-ки знешкодження пром. викидів"
"http://wiki.kpi.ua/index.php/Джерела теплопостачання та споживачі теплоти_(15101510)","Джерела теплопостачання та споживачі теплоти"
"http://wiki.kpi.ua/index.php/Підприємницьке право_(15103360)","Підприємницьке право"
"http://wiki.kpi.ua/index.php/Теплові електричні станції_(15101510)","Тепл. електр. станц."
"http://wiki.kpi.ua/index.php/Система графічного проектування_(15101510)","Система графічного проектування"
"http://wiki.kpi.ua/index.php/Логіка_(15103320)","Логіка"
"http://wiki.kpi.ua/index.php/Технічна механіка - 2. Конструювання апаратів, механізмів, машин_(15101210)","Конструювання апаратів, механізмів, машин"
"http://wiki.kpi.ua/index.php/Психологія конфлікту_(15103340)","Психологія конфлікту"
"http://wiki.kpi.ua/index.php/Програмування комп'ютерних мереж_(15501550)","Програмування комп'ютерних мереж"
"http://wiki.kpi.ua/index.php/Технології комп'ютерного проектування_(15501550)","Технології комп'ютерного проектування"
"http://wiki.kpi.ua/index.php/Культура мови та ділове мовлення_(15002820)","Культура мови та ділове мовлення"
"http://wiki.kpi.ua/index.php/Інженерна графіка - 1. Інженерна графіка_(15003270)","Інженерна графіка"
"http://wiki.kpi.ua/index.php/Фізика - 1. Механіка. Молекулярна фізика_(15003210)","Фізика"
"http://wiki.kpi.ua/index.php/Проектування теплових та атомних електричних станцій_(15301530)","Проектування ТЕС та АЕС"
"http://wiki.kpi.ua/index.php/Режими роботи та експлуатація теплових електричних станцій_(15301530)","Режими роботи та експлуатація ТЕС"
"http://wiki.kpi.ua/index.php/Наукова робота за темою магістерської дисертації-1. Основи наукових досліджень_(15301530)","Основи наукових досліджень"
"http://wiki.kpi.ua/index.php/Промислові та опалювальні котельні_(15301530)","Промислові та опалювальні котельні"
"http://wiki.kpi.ua/index.php/Наукова робота за темою магістерської дисертації: 2. Науково-дослідна робота за темою магістерської дисертації_(15301530)","Наукова робота за темою магістерської дисертації: 2"
"http://wiki.kpi.ua/index.php/Автоматизовані системи управління теплоенергетичними процесами_(15301530)","Автоматизовані системи управління ТЕ"
"http://wiki.kpi.ua/index.php/Інтелектуальна власність та патентознавство-1: Патентознавство та набуття прав_(36201250)","Інтелектуальна власність та патентознавство-1: Патентознавство та набуття прав"
"http://wiki.kpi.ua/index.php/Інтелектуальна власність та патентознавство-2: Право інтелектуальної власності_(36203370)","Інтелектуальна власність та патентознавство-2: Право інтелектуальної власності"
"http://wiki.kpi.ua/index.php/Прикладна теорія інформації для телекомунікацій_(36203620)","Прикл. т-рія інформ. для ТК"
"http://wiki.kpi.ua/index.php/Наукова робота за темою магістреської дисертації: 1. Основи наукових досліджень_(36203620)","Наукова робота за темою магістреської дисертації: 1. Основи наукових досліджень"
"http://wiki.kpi.ua/index.php/Практикум з іншомовного професійного спілкування_(36202870)","Практикум з іншомовного професійного спілкування"
"http://wiki.kpi.ua/index.php/Проектування телекомунікаційних мереж наступного покоління_(36203620)","Проектування телекомунікаційних мереж наступного покоління"
"http://wiki.kpi.ua/index.php/Телекомунікаційні мережі наступного покоління_(36203620)","Телекомунікаційні мережі наступного покоління"
"http://wiki.kpi.ua/index.php/Управління телекомунікаційними мережами_(36203620)","Управління телекомунікаційними мережами"
"http://wiki.kpi.ua/index.php/Менеджмент стартап-проектів_(36202520)","Менеджмент стартап-проектів"
"http://wiki.kpi.ua/index.php/Організація кібербезпеки в мережах зв'язку_(36203620)","Організація кібербезпеки в мережах зв'язку"
"http://wiki.kpi.ua/index.php/Захист інформаційно-телекомунікаційних мереж з ОС Linux_(36203620)","Захист інформаційно-телекомунікаційних мереж з ОС Linux"
"http://wiki.kpi.ua/index.php/Основи теорії мереж синхронізації та розповсюдження часу_(36203620)","Основи теорії мереж синхронізації та розповсюдження часу"
"http://wiki.kpi.ua/index.php/Наукова робота за темою магістерської дисертації: 2. Науково дослідна робота за темою магістерської дисертації_(36203620)","Наукова робота за темою магістерської дисертації: 2. Науково дослідна робота за темою магістерської дисертації"
"http://wiki.kpi.ua/index.php/Перспективні технології волоконно-оптичних систем зв'язку_(36203620)","Персп. техн. ВОСЗ"
"http://wiki.kpi.ua/index.php/Екологія електростанцій_(15301530)","Екологія електростанцій"
"http://wiki.kpi.ua/index.php/Охорона праці та цивільний захист_(15302350)","Охорона праці та цивільний захист"
"http://wiki.kpi.ua/index.php/Теплові та атомні електростанції та установки-2_(15301530)","ТЕС та АЕС -2"
"http://wiki.kpi.ua/index.php/Технології створення мереж ІР-телефонного зв'язку_(36203620)","Технології створення мереж ІР-телефонного зв'язку"
"http://wiki.kpi.ua/index.php/Економіка і організація виробництва_(36202550)","Економіка і організація виробництва"
"http://wiki.kpi.ua/index.php/Телекомунікаційні безпроводові системи-1. Основи теорії систем мобільного зв'язку_(36203610)","Телекомунікаційні безпроводові системи-1. Основи теорії систем мобільного зв'язку"
"http://wiki.kpi.ua/index.php/Іноземна мова професійно-орієнтованого спряммування. Ділове мовлення_(36202870)","Іноземна мова професійно-орієнтованого спряммування. Ділове мовлення"
"http://wiki.kpi.ua/index.php/Основи проектування мереж доступу-1_(36203620)","Основи проектування мереж доступу-1"
"http://wiki.kpi.ua/index.php/Структуровані кабельні системи_(36203620)","Структуровані кабельні системи"
"http://wiki.kpi.ua/index.php/Телекомунікаційні безпроводові системи-2_(36203610)","Телекомунікаційні безпроводові системи-2"
"http://wiki.kpi.ua/index.php/Телекомунікаційний процесінг міжнародних фінансових систем_(36203620)","Телекомунікаційний процесінг міжнародних фінансових систем"
"http://wiki.kpi.ua/index.php/Захист інформації в телекомунікаційних системах_(36203620)","Захист інформації в телекомунікаційних системах"
"http://wiki.kpi.ua/index.php/Телекомунікаційні транспортні системи_(36203620)","Телекомунікаційні транспортні системи"
"http://wiki.kpi.ua/index.php/Турбіни ТЕС та АЕС-1_(15301530)","Турбіни ТЕС та АЕС -1"
"http://wiki.kpi.ua/index.php/Теплотехнічні вимірювання-2_(15301530)","Теплотехнічні вимірювання -2"
"http://wiki.kpi.ua/index.php/Тепломасообмін -2.Теплообмінні апарати_(15301510)","Тепломасообмін -2"
"http://wiki.kpi.ua/index.php/Теплові та атомні елетростанції та установки-1_(15301530)","ТЕС та АЕС -1"
"http://wiki.kpi.ua/index.php/Турбіни ТЕС та АЕС-2_(15301530)","Турбіни ТЕС та АЕС -2"
"http://wiki.kpi.ua/index.php/Електрична частина електростанцій_(15301680)","Електрична частина електростанцій"
"http://wiki.kpi.ua/index.php/Трудове право_(15303360)","Трудове право"
"http://wiki.kpi.ua/index.php/Основи теорії телекомунікацій і радіотехніки_(36203620)","Осн. т-рії ТК і РТ"
"http://wiki.kpi.ua/index.php/Мережні технології-2._(36203620)","Мережні технології-2."
"http://wiki.kpi.ua/index.php/Цифрове оброблення сигналів_(36203610)","Цифрове оброблення сигналів"
"http://wiki.kpi.ua/index.php/Телекомунікаційні мережі-2_(36203620)","ТК мережі-2"
"http://wiki.kpi.ua/index.php/Англійська мова професійного спрямування-1. Англійська мова професійного спрямування_(36202870)","Іноземна мова"
"http://wiki.kpi.ua/index.php/Напрямні середовища телекомунікацій._(36203620)","Напрямні середовища телекомунікацій."
"http://wiki.kpi.ua/index.php/Системи з комутацією пакетів та повідомлень_(36203620)","Системи з комутацією пакетів та повідомлень"
"http://wiki.kpi.ua/index.php/Телекомунікаційні кабельні системи-1_(36203620)","Телекомунікаційні кабельні системи-1"
"http://wiki.kpi.ua/index.php/Електроживлення в телекомунікаційних системах._(36203620)","Електроживлення в телекомунікаційних системах."
"http://wiki.kpi.ua/index.php/Технології та засоби міжмережевої взаємодії_(36203620)","Технології та засоби міжмережевої взаємодії"
"http://wiki.kpi.ua/index.php/Охорона праці та цивільний захист_(36202350)","Охорона праці та цивільний захист"
"http://wiki.kpi.ua/index.php/Телекомунікаційні кабельні системи-3_(36203620)","Телекомунікаційні кабельні системи-3"
"http://wiki.kpi.ua/index.php/Телекомунікаційні мережі-3_(36203620)","ТК мережі-3"
"http://wiki.kpi.ua/index.php/Правові основи інформаційної безпеки_(36203370)","Правові основи інформаційної безпеки"
"http://wiki.kpi.ua/index.php/Волоконно-оптичні інфраструктури телекомунікацій_(36203620)","Волоконно-оптичні інфраструктури телекомунікацій"
"http://wiki.kpi.ua/index.php/Основи моделювання технологичних систем_(15301530)","Основи моделювання технологичних систем"
"http://wiki.kpi.ua/index.php/Гідрогазодинаміка_(15301530)","Гідрогазодинаміка"
"http://wiki.kpi.ua/index.php/Інформаційні технології-1_(15301530)","Інформаційні технології-1"
"http://wiki.kpi.ua/index.php/САПР в інженерній графіці_(15303270)","САПР в інженерній графіці"
"http://wiki.kpi.ua/index.php/Технічна термодинаміка -1.Закони термодинаміки. Властивості робочих тіл (рідин газів)_(15301530)","Технічна термодинаміка -1"
"http://wiki.kpi.ua/index.php/Технічна термодинаміка -2. Термодинамічні процеси та цикли_(15301530)","Технічна термодинаміка -2."
"http://wiki.kpi.ua/index.php/Інформаційні технології-2._(15301530)","Інформаційні технології-2"
"http://wiki.kpi.ua/index.php/Логіка_(15303320)","Логіка"
"http://wiki.kpi.ua/index.php/Технічна механіка-2. Конструювання апаратів, механізмів, машин_(15301210)","Технічна механіка-2. Конструювання апаратів, механізмів, машин"
"http://wiki.kpi.ua/index.php/Психологія конфлікту_(15303340)","Психологія конфлікту"
"http://wiki.kpi.ua/index.php/Вища математика-3_(36203240)","Вища математика-3"
"http://wiki.kpi.ua/index.php/Схемотехніка_(36203610)","Схемотехніка"
"http://wiki.kpi.ua/index.php/Основи теорії кіл-2_(36203610)","Основи теорії кіл-2"
"http://wiki.kpi.ua/index.php/Іноземна мова-2. Практичний курс іноземної мови ІІ_(36202870)","Іноземна мова-2. Практичний курс іноземної мови ІІ"
"http://wiki.kpi.ua/index.php/Екологічна безпека інженерної діяльності_(36201350)","Екологічна безпека інженерної діяльності"
"http://wiki.kpi.ua/index.php/Теорія ймовірності та математична статистика_(36203610)","Теорія ймовірності та математична статистика"
"http://wiki.kpi.ua/index.php/Електродинаміка та поширення радіохвиль-2_(36203610)","Електродинаміка та поширення радіохвиль-2"
"http://wiki.kpi.ua/index.php/Основи теорії телекомунікацій_(36203620)","Основи теорії ТК"
"http://wiki.kpi.ua/index.php/Бази даних_(36203630)","БДаних"
"http://wiki.kpi.ua/index.php/Соціальна психологія_(36203340)","Соц. психологія"
